SITE_UPRN,SITE_NAME,PRIMARY_ADDRESS,STREET,LOCALITY,TOWN,COUNTY,POSTCODE,GIA,EASTING,NORTHING,PARISH,DISTRICT,SUBCLIENT,SITESTATUS,SITEFUNCTIONDETAIL
027801,KINGSTEIGNTON LIBRARY,,NEWTON ROAD,,KINGSTEIGNTON,DEVON,TQ12 3AL,100.00,286972.00,72981.00,Kingsteignton CP,TEIGNBRIDGE,Library & Information Services,Freehold,Library
028001,MORETONHAMPSTEAD LIBRARY,,FORE STREET,,MORETONHAMPSTEAD,DEVON,TQ13 8LL,305.00,275373.00,86076.00,Moretonhampstead CP,TEIGNBRIDGE,Library & Information Services,Freehold,Library
028101,PASSMORE EDWARDS CENTRE,,BANK STREET,,NEWTON ABBOT,DEVON,TQ12 2RJ,1591.00,285762.00,71323.00,Newton Abbot CP,TEIGNBRIDGE,Library & Information Services,Freehold,Library
028301,NORTHAM LIBRARY,,FORE STREET,,NORTHAM,DEVON,EX39 1AW,91.00,244878.00,128911.00,Northam CP,TORRIDGE,Library & Information Services,Freehold,Library
028401,OTTERY ST MARY LIBRARY,,,OLD TOWN HALL,OTTERY ST MARY,DEVON,EX11 1DJ,95.00,309905.00,95536.00,Ottery St. Mary CP,EAST DEVON,Library & Information Services,Leasehold,Library
028501,PINHOE LIBRARY,,MAIN ROAD,PINHOE,EXETER,DEVON,EX4  8HW,87.00,296228.00,94274.00,Exeter,EXETER,Library & Information Services,Freehold,Library
029201,SALCOMBE LIBRARY,,,"CLIFF HOUSE, CLIFF ROAD",SALCOMBE,DEVON,TQ8  8JQ,92.00,274018.00,38824.00,Salcombe CP,SOUTH HAMS,Library & Information Services,Leasehold,Library
030001,TEIGNMOUTH LIBRARY,,FORE STREET,,TEIGNMOUTH,DEVON,TQ14 8DY,463.00,293904.00,73008.00,Teignmouth CP,TEIGNBRIDGE,Library & Information Services,Freehold,Library
030501,FORMER TOTNES LIBRARY,27A,HIGH STREET,,TOTNES,DEVON,TQ9  5NP,151.00,280163.00,60486.00,Totnes CP,SOUTH HAMS,Library & Information Services,Freehold,Library
030601,UFFCULME LIBRARY,,,"SCHOOL HOUSE, 8 ASHLEY ROAD",UFFCULME,DEVON,EX15 3AY,47.00,306877.00,112886.00,Uffculme CP,MID DEVON,Library & Information Services,Freehold,Library
031101,EXMOUTH CAMPERDOWN DEPOT,,CAMPERDOWN TERRACE,,EXMOUTH,DEVON,EX8  1EJ,126.00,299661.00,80911.00,Exmouth CP,EAST DEVON,Highway Management,Leasehold,Highways and bridges depot
031201,EAST ALLINGTON TORR DEPOT,,,EAST ALLINGTON,KINGSBRIDGE,DEVON,TQ9  7QQ,765.00,274560.00,47820.00,Buckland-Tout-Saints CP,SOUTH HAMS,Highway Management,Freehold,Highways and bridges depot
031301,SOUTH MOLTON PATHFIELDS SALT DEPOT,,,PATHFIELDS INDUSTRIAL ESTATE,SOUTH MOLTON,DEVON,EX36 3LH,2051.00,271737.00,126835.00,South Molton CP,NORTH DEVON,Highway Management,Freehold,Highways and bridges depot
031401,BRUNEL ROAD RECYCLING CENTRE,,BRUNEL ROAD,,NEWTON ABBOT,DEVON,TQ12 4RB,0,287120.00,71137.00,Newton Abbot CP,TEIGNBRIDGE,"Waste, Engineering & Transport",Mixed Tenure,Waste disposal facility
031501,GRACE ROAD WASTE TRANSFER SITE,,GRACE ROAD,MARSH BARTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  8QE,,292617.00,90498.00,Exeter,EXETER,"Waste, Engineering & Transport",Freehold but entirely leased off by others,Waste disposal facility
033101,BRAYHAMS DEPOT,,NORTH ROAD INDUSTRIAL ESTATE,,OKEHAMPTON,DEVON,EX20 1BN,1038.00,259105.00,95963.00,Okehampton CP,WEST DEVON,Highway Management,Mixed Tenure,Highways and bridges depot
033501,BRIDGE HOUSE YOUTH OFFENDING TEAM,,COURTENAY STREET,,NEWTON ABBOT,DEVON,TQ12 2QS,371.00,286021.00,71386.00,Newton Abbot CP,TEIGNBRIDGE,Childrens Services,Leasehold,Offices
033701,EXETER CIVIC CENTRE OFFICES REGISTRATION SERVICE AND CHILDRENS CENTRE,,,DIXS FIELD,EXETER,DEVON,EX1  1JR,256.90,292452.00,92778.00,Exeter,EXETER,Registrars,Leasehold,Registrars office
033901,BARNSTAPLE CIVIC CENTRE,,NORTH WALK,,BARNSTAPLE,DEVON,EX31 1ED,8201.00,255438.00,133344.00,Barnstaple CP,NORTH DEVON,Corporate,Ground Lease,Offices
034701,DERRITON STONE LANDING,,,PYWORTHY,HOLSWORTHY,DEVON,EX22 6JN,,233541.00,102875.00,Pyworthy CP,TORRIDGE,Highway Management,Freehold,Stone Landing
035201,EXETER WINTER MAINTENANCE COMPOUND (LOWER),,AVOCET ROAD,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  7JF,,296641.00,92794.00,Exeter,EXETER,Highway Management,Freehold,Highways and bridges depot
035701,TORRINGTON LOCAL SERVICE GROUP,,GAS LANE,,TORRINGTON,DEVON,EX38 7BB,707.00,249705.00,119390.00,Great Torrington CP,TORRIDGE,Highway Management,Freehold,Highways and bridges depot
035801,EXETER GEORGE STREET OFFICES-GEORGE STREET,,GEORGE STREET,,EXETER,DEVON,EX1  1DA,2332.00,291949.00,92391.00,Exeter,EXETER,Childrens Services,Freehold,Offices
035802,EXETER GEORGE STREET OFFICES-MARKET STREET CAR PARK,,GEORGE STREET,,EXETER,DEVON,EX1  1DA,,291940.00,92366.00,Exeter,EXETER,Childrens Services,Memo of Arrangement / User Agreement,Offices
036501,FORMER HONITON REGISTRARS DISTRICT OFFICE,,DOWELL STREET,,HONITON,DEVON,EX14 1LZ,0,315777.00,100790.00,Honiton CP,EAST DEVON,Surplus property / land,Freehold,Surplus 5 years
036901,IVYBANK,45,ST DAVIDS HILL,,EXETER,DEVON,EX4  4DN,1116.00,291420.00,93018.00,Exeter,EXETER,Education Administration,Freehold,Offices
037301,ST SAVIOURS,,EXETER ROAD,,OTTERY ST MARY,DEVON,EX11 1RE,464.00,309297.00,95153.00,Ottery St. Mary CP,EAST DEVON,Education Administration,Freehold,Offices
039001,PHOENIX LANE,,PHOENIX LANE,,TIVERTON,DEVON,EX16 6LB,563.00,295510.00,112395.00,Tiverton CP,MID DEVON,Finance & Business Support,Freehold,Offices
039101,PIXON LANE SALT DEPOT,,PIXON LANE,,TAVISTOCK,DEVON,PL19 8DL,800.00,247833.00,73826.00,Tavistock CP,WEST DEVON,Highway Management,Freehold,Highways and bridges depot
039501,QUEENS HOUSE,,LITTLE QUEEN STREET,,EXETER,DEVON,EX4  3LJ,0,292018.00,92763.00,,EXETER,Youth services,Unknown Agreement,Offices
039601,FORMER REDWORTH HOUSE,,ASHBURTON ROAD,,TOTNES,DEVON,TQ9  5JZ,282.00,279834.00,60871.00,Totnes CP,SOUTH HAMS,Education Administration,Freehold,Offices
039901,ALEX ROAD LINK RESOURCE CENTRE,19C,ALEXANDRA ROAD,,BARNSTAPLE,DEVON,EX32 8BA,393.00,256164.00,133204.00,Barnstaple CP,NORTH DEVON,Older People & Physical Disability,Freehold,Physically handicapped centre
040901,ST SIDWELLS COMMUNITY CENTRE HUB,14,YORK ROAD,ST SIDWELLS,EXETER,DEVON,EX4 6BA,0,292444.00,93280.00,Exeter,EXETER,Community Initiatives Partnerships,Church Owned,Learning disabilities centre
041901,FORMER NEWCOMBES RESOURCE CENTRE,,BELLE PARADE,,CREDITON,DEVON,EX17 2AB,852.00,283512.00,100545.00,Crediton CP,MID DEVON,Older People & Physical Disability,Freehold,Surplus 5 years
042301,PIXIES HOLT,,,DARTMEET,YELVERTON,DEVON,PL20 6SG,523.40,267061.00,73264.00,Dartmoor Forest CP,WEST DEVON,Education Administration,Leasehold but entirely leased off by others,Outdoor Education Centre
043001,THE JUNCTION INTEGRATED YOUTH CENTRE - NEWTON ABBOT,,WAIN LANE,,NEWTON ABBOT,DEVON,TQ12 2SH,574.00,285433.00,71701.00,Newton Abbot CP,TEIGNBRIDGE,Youth services,Freehold,Integrated Youth Support Centre
043701,ALPHIN HOUSE,,MILL LANE,ALPHINGTON,EXETER,DEVON,EX2  8SG,1427.00,291485.00,90253.00,Exeter,EXETER,Older People & Physical Disability,Freehold,Home for older persons
043801,COMPASS HOUSE,52,MAGDALEN ROAD,,EXETER,DEVON,EX2  4TL,536.00,293024.00,92354.00,Exeter,EXETER,Mental Health,Freehold but entirely leased off by others,Day centre for mentally ill
043901,EXETER HALDON VIEW RESPITE UNIT,1,BEECH AVENUE,PENNSYLVANIA,EXETER,DEVON,EX4  6HE,527.00,292627.00,94147.00,Exeter,EXETER,Learning Disability,Freehold,Hostel - Learning difficulties
044001,BARNHAVEN,,BARNHAYES,BAMPTON,TIVERTON,DEVON,EX16 9NB,571.00,295679.00,122074.00,Bampton CP,MID DEVON,Older People & Physical Disability,Freehold,Home for older persons
044101,BEECH HOUSE,,NORTH ROAD,,SOUTH MOLTON,DEVON,EX36 3AZ,1586.00,271173.00,126101.00,South Molton CP,NORTH DEVON,Older People & Physical Disability,Freehold,Home for older persons
044201,BODLEY HOUSE,,WAYSIDE CRESCENT,WHIPTON,EXETER,DEVON,EX1  3LF,1732.00,294715.00,93060.00,Exeter,EXETER,Older People & Physical Disability,Freehold,Community Care Support centre
044501,BROOKHAYES,,PILTON LANE,PINHOE,EXETER,DEVON,EX1  3RA,1050.00,295903.00,93843.00,Exeter,EXETER,Childrens Services,Freehold,Community Care Support centre
044701,BURROW HOUSE HOME,,HIGHFIELD ROAD,,ILFRACOMBE,DEVON,EX34 9JP,1331.00,251831.00,147377.00,Ilfracombe CP,NORTH DEVON,Older People & Physical Disability,Freehold,Home for older persons
044801,CHARLTON LODGE,,ORCHARD WAY,,TIVERTON,DEVON,EX16 5HB,1527.40,294959.00,112215.00,Tiverton CP,MID DEVON,Older People & Physical Disability,Freehold,Home for older persons
045301,FORMER DANBY HOUSE,,MUDBANK LANE,,EXMOUTH,DEVON,EX8  3EG,1419.00,300047.00,82005.00,Exmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Surplus 5 years
045401,DAVEY COURT,,BUCKINGHAM CLOSE,,EXMOUTH,DEVON,EX8  2JB,1633.00,302053.00,81306.00,Exmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Home for older persons
045601,FORMER DOYLE COMMUNITY RESOURCE CENTRE,,SALTERTON ROAD,,EXMOUTH,DEVON,EX8  2NS,1751.70,302240.00,81916.00,Exmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Community Resource centre
045801,FAIRLEA,,CHOPE ROAD,NORTHAM,BIDEFORD,DEVON,EX39 3PP,1444.00,244380.00,128637.00,Northam CP,TORRIDGE,Older People & Physical Disability,Freehold,Home for older persons
046301,GREEN CLOSE,,DRAKES AVENUE,SIDFORD,SIDMOUTH,DEVON,EX10 9JU,1568.00,313299.00,89912.00,Sidmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Home for older persons
046501,HAREWOOD HOUSE RESIDENTIAL HOME,66,PLYMOUTH ROAD,,TAVISTOCK,DEVON,PL19 8BU,1823.00,247596.00,73997.00,Tavistock CP,WEST DEVON,Older People & Physical Disability,Freehold,Home for older persons
047101,KENWYN,,WESTERN ROAD,,ASHBURTON,DEVON,TQ13 7ED,1142.00,275338.00,69568.00,Ashburton CP,TEIGNBRIDGE,Older People & Physical Disability,Freehold,Home for older persons
047301,KINGSBRIDGE ROPEWALK,,ROPEWALK,,KINGSBRIDGE,DEVON,TQ7  1HH,632.00,273472.00,43732.00,Kingsbridge CP,SOUTH HAMS,Learning Disability,Freehold,Learning disabilities centre
047801,20 ST GEORGES ROAD OFFICES,20,ST GEORGES ROAD,,BARNSTAPLE,DEVON,EX32 7AU,870.00,256331.00,133849.00,Barnstaple CP,NORTH DEVON,Finance & Business Support,Freehold,Offices
048101,MAPLETON COMMUNITY CARE HOME,,ASHBURTON ROAD,,NEWTON ABBOT,DEVON,TQ12 1RB,1290.00,285007.00,71602.00,Newton Abbot CP,TEIGNBRIDGE,Older People & Physical Disability,Freehold,Home for older persons
048301,TAVISTOCK MOLLY OWEN,,PIXON LANE,,TAVISTOCK,DEVON,PL19 8DE,1122.00,247959.00,73655.00,Tavistock CP,WEST DEVON,Learning Disability,Freehold,Learning disabilities centre
048401,EXETER NICHOLS CENTRE,89,POLSLOE ROAD,,EXETER,DEVON,EX1  2HN,725.00,293216.00,93310.00,Exeter,EXETER,Learning Disability,Freehold,Learning disabilities centre
048601,OAKWELL,,LYDDICLEAVE,BICKINGTON,BARNSTAPLE,DEVON,EX31 2JZ,1556.00,253376.00,132361.00,Fremington CP,NORTH DEVON,Older People & Physical Disability,Freehold,Community Care Support centre
048801,ORCHARD LEA,,ORCHARD WAY,,CULLOMPTON,DEVON,EX15 1EJ,1323.00,301754.00,106819.00,Cullompton CP,MID DEVON,Older People & Physical Disability,Freehold,Home for older persons
049001,PARKERS BARN,,PARKERS WAY,,TOTNES,DEVON,TQ9  5UF,1604.00,280908.00,59917.00,Totnes CP,SOUTH HAMS,Education Administration,Freehold,Offices
049301,BARNSTAPLE GREENFIELDS RESPITE UNIT,,DERBY ROAD,,BARNSTAPLE,DEVON,EX32 7EZ,1131.00,256326.00,133639.00,Barnstaple CP,NORTH DEVON,Learning Disability,Freehold,Hostel - Learning difficulties
049401,LAND AT FORMER RUSHBROOK,,STATION ROAD,,TOTNES,DEVON,TQ9  5HW,,280433.00,60605.00,Totnes CP,SOUTH HAMS,Older People & Physical Disability,Freehold,Surplus property / land
049701,ST LAWRENCE,,CHURCHILL DRIVE,,CREDITON,DEVON,EX17 2EF,1508.30,282719.00,100542.00,Crediton CP,MID DEVON,Older People & Physical Disability,Freehold,Home for older persons
049801,BIRCHEN LANE CHILDRENS HOME,,BREWIN ROAD,,TIVERTON,DEVON,EX16 5DL,288.00,295177.00,112482.00,Tiverton CP,MID DEVON,Childrens Services,Freehold,Childrens community home
049901,ST MICHAELS COMMUNITY CARE CENTRE,,ORCHARD WAY,,HONITON,DEVON,EX14 1HU,1171.00,316519.00,100624.00,Honiton CP,EAST DEVON,Older People & Physical Disability,Freehold,Community Care Support centre
050601,FORMER EXEBANK,,MUDBANK LANE,,EXMOUTH,DEVON,EX8  3EG,1575.00,300024.00,82072.00,Exmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Surplus property / land
050701,WHIPTON BARTON HOUSE,,VAUGHAN ROAD,WHIPTON,EXETER,DEVON,EX1  3JN,1426.00,294872.00,93519.00,Exeter,EXETER,Older People & Physical Disability,Freehold,Home for older persons
050901,WARDHAYES,,SIMMONS WAY,,OKEHAMPTON,DEVON,EX20 1PY,1136.00,259161.00,94995.00,Okehampton CP,WEST DEVON,Older People & Physical Disability,Freehold,Home for older persons
051001,RIFFORD ROAD COMMUNITY HOME,15-21,RIFFORD ROAD,,EXETER,DEVON,EX2  5JT,444.50,294750.00,92101.00,Exeter,EXETER,Childrens Services,Freehold,Childrens community home
051101,AXMINSTER  COMMUNITY PRIMARY SCHOOL,,STONEY LANE,,AXMINSTER,DEVON,EX13 5BU,1599.00,330244.00,98553.00,Axminster CP,EAST DEVON,Education Schools,Freehold,Primary school
051501,BROADCLYST  PRIMARY SCHOOL,,SCHOOL LANE,BROADCLYST,EXETER,DEVON,EX5  3JG,1712.00,298428.00,97434.00,Broad Clyst CP,EAST DEVON,Education Schools,Academy,Primary school
051601,CHERITON BISHOP COMMUNITY PRIMARY SCHOOL-MAIN COTTAGE CROSS SITE,,CHURCH LANE,CHERITON BISHOP,EXETER,DEVON,EX6  6HY,371.00,277305.00,93627.00,Cheriton Bishop CP,MID DEVON,Education Schools,Freehold,Primary school
051602,CHERITON BISHOP COMMUNITY PRIMARY SCHOOL-ASHES COTTAGE SITE,,CHURCH LANE,CHERITON BISHOP,EXETER,DEVON,EX6  6HY,155.00,277282.00,93561.00,Cheriton Bishop CP,MID DEVON,Education Schools,Freehold,Primary school
051901,CLYST HYDON PRIMARY SCHOOL-MAIN SCHOOL SITE,,,CLYST HYDON,CULLOMPTON,DEVON,EX15 2ND,372.00,303572.00,101627.00,Clyst Hydon CP,EAST DEVON,Education Schools,Unassigned,Primary school
051903,CLYST HYDON PRIMARY SCHOOL-DETACHED PLAYING FIELD,,,CLYST HYDON,CULLOMPTON,DEVON,EX15 2ND,,303726.00,101472.00,Clyst Hydon CP,EAST DEVON,Education Schools,Leasehold,Primary school
051904,CLYST HYDON PRIMARY SCHOOL-VILLAGE HALL SITE,,,CLYST HYDON,CULLOMPTON,DEVON,EX15 2ND,0,302868.00,101534.00,Clyst Hydon CP,EAST DEVON,Education Schools,Leasehold,Primary school
052001,CLYST ST MARY PRIMARY SCHOOL-MAIN SCHOOL SITE,,,CLYST ST MARY,EXETER,DEVON,EX5  1BG,746.60,297463.00,90967.00,Clyst St. Mary CP,EAST DEVON,Education Schools,Freehold,Primary school
052002,CLYST ST MARY PRIMARY SCHOOL-FOOTBALL GROUND,,,CLYST ST MARY,EXETER,DEVON,EX5  1BG,,297472.00,90711.00,Clyst St. Mary CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
052101,COLYTON PRIMARY SCHOOL,,THE BUTTS,WEST STREET,COLYTON,DEVON,EX24 6NU,1080.00,324385.00,93867.00,Colyton CP,EAST DEVON,Education Schools,Freehold,Primary school
052201,COPPLESTONE PRIMARY SCHOOL,,BEWSLEY HILL,COPPLESTONE,CREDITON,DEVON,EX17 5NX,1369.50,277162.00,102867.00,Copplestone CP,MID DEVON,Education Schools,Freehold,Primary school
052301,HAYWARDS PRIMARY SCHOOL,,EAST STREET,,CREDITON,DEVON,EX17 3AX,2375.90,283712.00,100045.00,Crediton CP,MID DEVON,Education Schools,Mixed Tenure,Primary school
052401,ST ANDREWS PRIMARY SCHOOL CULLOMPTON-MAIN SCHOOL SITE,,ST ANDREWS ROAD,,CULLOMPTON,DEVON,EX15 1HU,1950.00,301905.00,107434.00,Cullompton CP,MID DEVON,Education Schools,Freehold,Primary school
052402,ST ANDREWS PRIMARY SCHOOL CULLOMPTON-UPCOTT FIELD RECREATION GROUND,,ST ANDREWS ROAD,,CULLOMPTON,DEVON,EX15 1HU,,301811.00,107413.00,Cullompton CP,MID DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
052501,CULMSTOCK PRIMARY SCHOOL-MAIN SCHOOL SITE,,,CULMSTOCK,CULLOMPTON,DEVON,EX15 3JP,479.00,310111.00,114037.00,Culmstock CP,MID DEVON,Education Schools,Freehold,Primary school
052503,CULMSTOCK PRIMARY SCHOOL-NEW PLAYING FIELD OFF PRESCOTT ROAD,,,CULMSTOCK,CULLOMPTON,DEVON,EX15 3JP,0,309990.00,114166.00,Culmstock CP,MID DEVON,Education Schools,Freehold,Primary school
052504,CULMSTOCK PRIMARY SCHOOL-VILLAGE HALL,,,CULMSTOCK,CULLOMPTON,DEVON,EX15 3JP,316.00,310155.00,113991.00,Culmstock CP,MID DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
052701,LAND AT MYRTLE CLOSE,,OFF IDE LANE,ALPHINGTON,EXETER,DEVON,EX2 8TA,,291684.00,90079.00,Exeter,EXETER,Surplus property / land,Freehold but entirely leased off by others,Held for future sale
052801,WILLOWBROOK SCHOOL,,SUMMER LANE,WHIPTON,EXETER,DEVON,EX4  8NN,2576.00,294650.00,94031.00,Exeter,EXETER,Education Schools,Freehold,Primary school
053301,WEST EXE CHILDRENS CENTRE,,COWICK STREET,,EXETER,DEVON,EX4  1HL,1171.30,290927.00,91683.00,Exeter,EXETER,Education Schools,Freehold,Childrens Centre
053401,LAND AT FORMER FOXHAYES FIRST SCHOOL,,GLOUCESTER ROAD,,EXETER,DEVON,EX4  2EE,,290510.00,93214.00,,EXETER,Education Schools,Freehold,Surplus property / land
053501,LADYSMITH INFANTS SCHOOL,,LADYSMITH ROAD,,EXETER,DEVON,EX1  2PS,3187.00,293575.00,93029.00,Exeter,EXETER,Education Schools,Freehold,Primary school
053601,LADYSMITH JUNIOR SCHOOL,,PRETORIA ROAD,,EXETER,DEVON,EX1  2PT,3384.00,293475.00,93142.00,Exeter,EXETER,Education Schools,Freehold,Primary school
053801,NEWTOWN PRIMARY SCHOOL,,CLIFTON ROAD,NEWTOWN,EXETER,DEVON,EX1  2ES,1202.60,292903.00,92868.00,Exeter,EXETER,Education Schools,Mixed Tenure,Primary school
054001,REDHILLS COMMUNITY PRIMARY SCHOOL,,LANDHAYES ROAD,REDHILLS,EXETER,DEVON,EX4  2BY,2326.00,290681.00,92480.00,Exeter,EXETER,Education Schools,Freehold,Primary school
054101,ST THOMAS PRIMARY SCHOOL,,UNION STREET,ST THOMAS,EXETER,DEVON,EX2  9BB,1206.00,291418.00,91705.00,Exeter,EXETER,Education Schools,Freehold,Primary school
054201,STOKE HILL INFANTS & NURSERY SCHOOL,,STOKE HILL,,EXETER,DEVON,EX4  7DB,1953.00,293281.00,94108.00,Exeter,EXETER,Education Schools,Freehold,Primary school
054301,STOKE HILL JUNIOR SCHOOL,,STOKE HILL,,EXETER,DEVON,EX4  7DP,2209.80,293210.00,94360.00,Exeter,EXETER,Education Schools,Freehold,Primary school
054801,WHIPTON BARTON INFANTS AND NURSERY SCHOOL,,HILL LANE,,EXETER,DEVON,EX1  3JP,2217.60,294683.00,93432.00,Exeter,EXETER,Education Schools,Freehold,Primary school
054901,WHIPTON BARTON JUNIOR SCHOOL,,HILL LANE,,EXETER,DEVON,EX1  3JP,2366.40,294723.00,93353.00,Exeter,EXETER,Education Schools,Freehold,Primary school
055001,BRIXINGTON COMMUNITY NURSERY & PRIMARY SCHOOL-MAIN SCHOOL SITE,,BRIXINGTON LANE,,EXMOUTH,DEVON,EX8  4JQ,1898.40,301476.00,82971.00,Exmouth CP,EAST DEVON,Education Schools,Freehold,Primary school
055002,BRIXINGTON COMMUNITY NURSERY & PRIMARY SCHOOL-FORMER INFANTS SCHOOL SITE,,BRIXINGTON LANE,,EXMOUTH,DEVON,EX8  4JQ,1142.00,301445.00,82884.00,,EAST DEVON,Education Schools,Freehold,Primary school
055101,EXETER ROAD COMMUNITY PRIMARY SCHOOL,,EXETER ROAD,,EXMOUTH,DEVON,EX8  1PU,1545.70,300237.00,81243.00,Exmouth CP,EAST DEVON,Education Schools,Freehold,Primary school
055301,MARPOOL PRIMARY SCHOOL,,MOORFIELD ROAD,,EXMOUTH,DEVON,EX8  3QW,2114.30,301414.00,81949.00,Exmouth CP,EAST DEVON,Education Schools,Freehold,Primary school
055401,HALBERTON PRIMARY SCHOOL-MAIN SCHOOL SITE,,CHURCH PATH,HALBERTON,TIVERTON,DEVON,EX16 7AT,528.30,300550.00,112852.00,Halberton CP,MID DEVON,Education Schools,Trust School,Primary school
055402,HALBERTON PRIMARY SCHOOL-PARISH FIELD,,CHURCH PATH,HALBERTON,TIVERTON,DEVON,EX16 7AT,,300588.00,112809.00,Halberton CP,MID DEVON,Education Schools,Trust School,Primary school
055501,HEMYOCK PRIMARY SCHOOL,,PARKLANDS,HEMYOCK,CULLOMPTON,DEVON,EX15 3RY,1001.00,313411.00,113212.00,Hemyock CP,MID DEVON,Education Schools,Academy,Primary school
055601,HONITON PRIMARY SCHOOL,,CLAPPER LANE,,HONITON,DEVON,EX14 1QF,3217.00,316377.00,101004.00,Honiton CP,EAST DEVON,Education Schools,Freehold,Primary school
055701,LITTLETOWN PRIMARY SCHOOL,,HONITON BOTTOM ROAD,,HONITON,DEVON,EX14 2EG,2271.00,316180.00,99800.00,Honiton CP,EAST DEVON,Education Schools,Academy,Primary school
055801,KILMINGTON PRIMARY SCHOOL-MAIN SCHOOL SITE,,,KILMINGTON,AXMINSTER,DEVON,EX13 7RG,188.00,327303.00,97951.00,Kilmington CP,EAST DEVON,Education Schools,Mixed Tenure,Primary school
055802,KILMINGTON PRIMARY SCHOOL-ADJACENT PLAYGROUND SITE,,,KILMINGTON,AXMINSTER,DEVON,EX13 7RG,167.00,327340.00,97943.00,Kilmington CP,EAST DEVON,Education Schools,Freehold,Primary school
055901,LAPFORD COMMUNITY PRIMARY SCHOOL,,EASTINGTON ROAD,LAPFORD,CREDITON,DEVON,EX17 6QE,861.00,273481.00,108600.00,Lapford CP,MID DEVON,Education Schools,Academy,Primary school
056001,MEMBURY COMMUNITY SCHOOL-MAIN SCHOOL SITE,,,MEMBURY,AXMINSTER,DEVON,EX13 7AF,394.00,327634.00,102986.00,Membury CP,EAST DEVON,Education Schools,Freehold,Primary school
056002,MEMBURY COMMUNITY SCHOOL-VILLAGE HALL,,,MEMBURY,AXMINSTER,DEVON,EX13 7AF,123.00,327666.00,103001.00,Membury CP,EAST DEVON,Education Schools,Memo of Arrangement / User Agreement,Primary school
056101,MUSBURY PRIMARY SCHOOL-MAIN SCHOOL SITE,,,MUSBURY,AXMINSTER,DEVON,EX13 8BB,414.00,327595.00,94647.00,Musbury CP,EAST DEVON,Education Schools,Freehold,Primary school
056103,MUSBURY PRIMARY SCHOOL-CAR PARK,,,MUSBURY,AXMINSTER,DEVON,EX13 8BB,,327516.00,94594.00,Musbury CP,EAST DEVON,Education Schools,Licence,Primary school
056201,NEWTON POPPLEFORD PRIMARY SCHOOL,,SCHOOL LANE,NEWTON POPPLEFORD,SIDMOUTH,DEVON,EX10 0EL,1101.00,308702.00,89639.00,Newton Poppleford and Harpford CP,EAST DEVON,Education Schools,Freehold,Primary school
056301,NEWTON ST CYRES PRIMARY SCHOOL,,,NEWTON ST CYRES,EXETER,DEVON,EX5  5DD,819.10,288419.00,97724.00,Newton St. Cyres CP,MID DEVON,Education Schools,Freehold,Primary school
056401,OTTERY ST MARY PRIMARY SCHOOL,,LONGDOGS LANE,,OTTERY ST MARY,DEVON,EX11 1HY,2565.50,310425.00,95414.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Freehold,Primary school
056601,SANDFORD SCHOOL,,,SANDFORD,CREDITON,DEVON,EX17 4NE,872.40,282921.00,102642.00,Sandford CP,MID DEVON,Education Schools,Freehold,Primary school
056701,SEATON PRIMARY SCHOOL,,VALLEY VIEW,,SEATON,DEVON,EX12 2HF,1957.00,324387.00,90885.00,Seaton CP,EAST DEVON,Education Schools,Freehold,Primary school
056901,SHUTE COMMUNITY PRIMARY SCHOOL,,HADDON ROAD,SHUTE,AXMINSTER,DEVON,EX13 7QR,604.00,325328.00,97510.00,Shute CP,EAST DEVON,Education Schools,Unassigned,Primary school
